"originregion_id","originregion_name","destinationregion_id","destinationregion_name","regionflow_2005","regionflow_2006","regionflow_2007","regionflow_2008","regionflow_2009","regionflow_2010","regionflow_2011","regionflow_2012","regionflow_2013","regionflow_2014","regionflow_2015","origin_iso","origin_name","destination_iso","destination_name","countryflow_2005","countryflow_2006","countryflow_2007","countryflow_2008","countryflow_2009","countryflow_2010","countryflow_2011","countryflow_2012","countryflow_2013","countryflow_2014","countryflow_2015","origin_show","destination_show"
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,13,Clara,0,0,0,0,0,11,0,0,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,9,Gotthelf,0,0,0,6,0,0,0,0,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,6,Gundeldingen,0,0,9,39,20,26,0,15,9,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,15,Hirzbrunnen,0,0,14,6,0,0,0,0,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,10,Iselin,0,23,9,21,0,0,16,15,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,18,Klybeck,0,0,0,13,0,0,0,13,0,4,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,17,Matthäus,0,13,0,22,9,39,19,0,28,38,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,16,Rosental,17,10,18,17,14,0,13,0,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,5,St. Alban,0,0,0,0,0,0,0,0,0,9,23,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,11,St. Johann,0,0,13,17,0,0,0,0,0,10,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,2,Vorstädte,0,8,0,0,0,13,0,0,10,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AI,AI,14,Wettstein,0,0,0,20,0,11,0,15,0,0,19,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,1,Altstadt Grossbasel,0,13,0,0,0,0,0,8,0,9,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,12,Altstadt Kleinbasel,0,0,15,16,0,11,0,10,15,24,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,3,Am Ring,73,40,48,17,12,35,60,11,23,12,47,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,8,Bachletten,0,10,21,0,0,13,35,15,7,0,9,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,30,Bettingen,0,0,0,0,0,0,0,0,9,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,4,Breite,31,21,76,11,9,24,18,24,23,20,10,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,7,Bruderholz,11,35,0,40,0,0,12,0,0,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,13,Clara,0,90,0,0,0,10,0,8,14,0,11,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,9,Gotthelf,26,0,11,8,10,24,0,19,16,10,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,6,Gundeldingen,94,0,40,65,10,0,41,0,6,32,27,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,15,Hirzbrunnen,0,0,9,15,40,0,0,47,0,0,13,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,10,Iselin,25,19,21,47,0,72,0,0,0,37,9,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,19,Kleinhüningen,0,0,14,15,0,0,0,0,0,0,7,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,18,Klybeck,0,0,39,0,57,0,0,0,0,25,92,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,17,Matthäus,55,90,53,70,35,77,29,13,65,42,18,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,20,Riehen,18,50,22,0,73,46,0,8,0,22,10,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,16,Rosental,16,0,33,23,41,24,10,28,54,0,0,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,5,St. Alban,25,8,0,11,17,89,55,20,0,0,23,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,11,St. Johann,9,28,36,49,16,25,41,75,40,36,10,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,2,Vorstädte,32,10,8,0,7,13,0,0,0,0,11,1,1
100,Übrige Schweiz,12,Basel-Stadt,42535,45014,44498,49627,46875,47438,48983,47833,49429,45184,49846,AR,AR,14,Wettstein,24,17,26,0,14,0,25,16,17,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,1,Altstadt Grossbasel,0,33,15,14,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,12,Altstadt Kleinbasel,12,0,0,0,0,0,0,0,0,13,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,3,Am Ring,0,96,23,0,0,22,0,0,56,6,27,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,8,Bachletten,0,9,0,9,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,4,Breite,0,44,0,0,0,0,0,49,14,0,14,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,7,Bruderholz,0,0,0,0,0,0,0,0,12,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,13,Clara,0,30,0,36,0,0,0,0,13,0,8,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,9,Gotthelf,0,0,0,0,0,12,0,13,0,6,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,6,Gundeldingen,10,35,0,21,29,0,29,27,16,29,23,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,15,Hirzbrunnen,0,13,0,0,16,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,10,Iselin,0,16,13,33,0,47,25,42,0,0,85,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,19,Kleinhüningen,0,0,0,0,0,22,0,0,0,0,17,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,18,Klybeck,0,0,0,0,0,0,0,0,11,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,17,Matthäus,15,44,46,7,13,0,20,47,27,0,53,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,20,Riehen,42,0,0,0,0,0,24,0,0,9,37,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,16,Rosental,0,39,20,0,0,49,0,0,36,0,88,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,5,St. Alban,17,0,12,57,9,33,0,9,55,14,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,11,St. Johann,11,34,0,72,40,18,7,44,55,27,78,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,2,Vorstädte,0,0,12,33,0,0,0,8,0,10,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aegypten,Aegypten,14,Wettstein,48,10,0,39,0,7,39,13,6,13,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,1,Altstadt Grossbasel,0,0,0,0,0,15,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,12,Altstadt Kleinbasel,0,0,0,0,0,0,0,11,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,3,Am Ring,0,0,11,0,0,0,33,0,13,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,8,Bachletten,0,0,0,0,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,30,Bettingen,0,0,0,14,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,4,Breite,0,0,0,0,0,0,16,0,13,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,7,Bruderholz,0,8,0,0,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,13,Clara,0,0,0,0,0,0,0,0,14,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,6,Gundeldingen,0,0,0,19,0,93,39,26,30,16,30,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,15,Hirzbrunnen,0,0,0,0,15,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,10,Iselin,0,0,0,0,0,0,18,9,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,17,Matthäus,0,0,0,36,0,14,28,18,11,0,15,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,5,St. Alban,0,0,0,0,0,0,0,0,12,19,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,11,St. Johann,0,0,0,0,0,0,11,0,0,0,43,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,2,Vorstädte,0,0,16,0,0,0,28,6,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Aethiopien,Aethiopien,14,Wettstein,0,0,0,9,0,0,0,0,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,12,Altstadt Kleinbasel,0,0,0,0,0,0,0,0,0,0,11,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,3,Am Ring,0,0,0,0,0,20,0,0,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,8,Bachletten,0,0,0,0,0,0,0,0,0,0,23,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,4,Breite,0,9,15,0,0,0,0,0,13,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,13,Clara,0,0,0,0,17,0,0,0,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,9,Gotthelf,0,0,0,0,0,0,0,0,0,12,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,6,Gundeldingen,0,0,0,23,40,83,119,19,48,27,34,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,15,Hirzbrunnen,0,0,0,0,0,0,0,0,0,0,20,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,10,Iselin,0,0,14,0,0,0,0,13,0,0,89,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,19,Kleinhüningen,0,0,0,0,0,0,0,17,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,17,Matthäus,0,0,0,0,14,0,51,116,27,0,259,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,20,Riehen,0,0,0,8,0,0,0,0,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,16,Rosental,0,0,12,0,0,14,0,0,0,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,5,St. Alban,0,0,0,0,0,0,0,0,0,0,16,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,11,St. Johann,0,0,0,0,0,0,0,0,13,0,0,1,1
105,AS - Asien,12,Basel-Stadt,4744,5899,5991,7842,8008,7995,9401,9244,9468,8505,8631,Afghanistan,Afghanistan,2,Vorstädte,0,0,51,0,16,38,0,15,0,5,29,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,1,Altstadt Grossbasel,0,0,0,0,0,0,0,17,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,12,Altstadt Kleinbasel,0,7,0,0,14,0,0,0,15,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,3,Am Ring,0,0,8,0,0,0,0,0,16,13,45,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,8,Bachletten,0,9,0,0,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,4,Breite,0,0,15,0,0,8,0,0,0,12,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,7,Bruderholz,0,20,0,0,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,9,Gotthelf,0,0,0,14,0,0,0,0,16,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,6,Gundeldingen,0,0,0,13,0,0,0,12,29,0,57,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,10,Iselin,0,0,18,0,0,16,0,30,31,0,40,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,19,Kleinhüningen,0,0,11,0,0,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,18,Klybeck,0,0,0,0,0,0,0,14,0,0,9,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,17,Matthäus,0,0,0,13,8,42,16,20,35,48,19,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,20,Riehen,0,0,0,17,0,0,9,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,16,Rosental,0,0,0,0,0,0,11,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,5,St. Alban,0,0,0,0,0,0,0,0,41,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,11,St. Johann,0,0,5,0,18,0,52,14,50,0,30,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,2,Vorstädte,0,0,20,0,13,0,0,0,0,0,0,1,1
104,A - Afrika,12,Basel-Stadt,1284,1798,1232,2745,1736,1719,2389,2515,1899,1303,2240,Algerien,Algerien,14,Wettstein,0,0,0,10,0,0,0,15,0,0,0,1,1
12,Basel-Stadt,100,Übrige Schweiz,55105,55488,58596,57217,55201,52842,55450,53031,56360,55297,58230,1,Altstadt Grossbasel,AG,AG,62,157,138,50,100,72,107,49,64,131,58,1,1
12,Basel-Stadt,100,Übrige Schweiz,55105,55488,58596,57217,55201,52842,55450,53031,56360,55297,58230,1,Altstadt Grossbasel,AR,AR,0,0,0,36,11,57,0,0,0,0,0,1,1
12,Basel-Stadt,104,A - Afrika,1055,956,622,616,691,731,648,847,786,843,677,1,Altstadt Grossbasel,Aegypten,Aegypten,26,16,18,0,0,0,0,0,0,0,0,1,1
12,Basel-Stadt,103,SA - Lateinamerika,1081,1156,1140,1326,1116,1245,1459,1356,1497,1392,1342,1,Altstadt Grossbasel,Argentinien,Argentinien,0,0,13,0,0,0,9,0,0,16,0,1,1
12,Basel-Stadt,106,O - Australien,603,699,491,906,433,608,652,498,508,474,573,1,Altstadt Grossbasel,Australien,Australien,0,0,0,21,8,14,11,0,0,38,0,1,1
12,Basel-Stadt,100,Übrige Schweiz,55105,55488,58596,57217,55201,52842,55450,53031,56360,55297,58230,1,Altstadt Grossbasel,BE,BE,53,141,93,61,114,84,56,81,81,74,50,1,1
12,Basel-Stadt,100,Übrige Schweiz,55105,55488,58596,57217,55201,52842,55450,53031,56360,55297,58230,1,Altstadt Grossbasel,BL,BL,575,629,348,627,345,200,590,493,312,459,266,1,1
